
---------- Begin Simulation Statistics ----------
simSeconds                                   0.060087                       # Number of seconds simulated (Second)
simTicks                                  60087171228                       # Number of ticks simulated (Tick)
finalTick                                 60087171228                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     28.81                       # Real time elapsed on the host (Second)
hostTickRate                               2085589675                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     756676                       # Number of bytes of host memory used (Byte)
simInsts                                      6945980                       # Number of instructions simulated (Count)
simOps                                       11051652                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   241090                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     383596                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         84155703                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                              12.115742                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.082537                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        11505743                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    16533                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       12517788                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   2139                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               470618                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1129398                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 207                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            50937144                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.245750                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.749769                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  44190392     86.75%     86.75% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   3536940      6.94%     93.70% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   1510376      2.97%     96.66% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   1105350      2.17%     98.83% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    427673      0.84%     99.67% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                     94386      0.19%     99.86% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     46921      0.09%     99.95% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     20950      0.04%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      4156      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              50937144                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                    4622     11.33%     11.33% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     11.33% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     11.33% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     11.33% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     11.33% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     11.33% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     11.33% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     11.33% # attempts to use FU when none available (Count)
