
---------- Begin Simulation Statistics ----------
simSeconds                                   0.059526                       # Number of seconds simulated (Second)
simTicks                                  59526407325                       # Number of ticks simulated (Tick)
finalTick                                 59526407325                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     36.43                       # Real time elapsed on the host (Second)
hostTickRate                               1633997302                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     756672                       # Number of bytes of host memory used (Byte)
simInsts                                      6945980                       # Number of instructions simulated (Count)
simOps                                       11051652                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   190667                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     303367                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        154614046                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                              22.259501                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.044925                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        11506057                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    16530                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       12807611                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1684                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               470929                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1140957                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 204                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            77575267                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.165099                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.607039                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  70210300     90.51%     90.51% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   4292735      5.53%     96.04% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   1496290      1.93%     97.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   1021679      1.32%     99.29% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    391350      0.50%     99.79% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    105644      0.14%     99.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     38767      0.05%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     16979      0.02%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      1523      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              77575267                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                    4340      9.14%      9.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      9.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      9.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      9.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      9.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      9.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      9.14% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      9.14% # attempts to use FU when none available (Count)
