
---------- Begin Simulation Statistics ----------
simSeconds                                   0.411459                       # Number of seconds simulated (Second)
simTicks                                 411458788125                       # Number of ticks simulated (Tick)
finalTick                                411458788125                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                    238.20                       # Real time elapsed on the host (Second)
hostTickRate                               1727334548                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    8620992                       # Number of bytes of host memory used (Byte)
simInsts                                     53334168                       # Number of instructions simulated (Count)
simOps                                       80988098                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   223901                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     339994                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        658334062                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                              12.343570                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.081014                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        81911846                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    50293                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       90018781                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1529                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               973856                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           2899260                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 175                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           466743700                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.192866                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.654482                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                 416547965     89.25%     89.25% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                  28057792      6.01%     95.26% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   9758888      2.09%     97.35% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   7758086      1.66%     99.01% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                   4037423      0.87%     99.87% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    513774      0.11%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     40873      0.01%     99.99% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     26037      0.01%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      2862      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total             466743700                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                    4514      8.35%      8.35% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      8.35% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      8.35% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      8.35% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      8.35% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      8.35% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      8.35% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      8.35% # attempts to use FU when none available (Count)
