
---------- Begin Simulation Statistics ----------
simSeconds                                   0.059425                       # Number of seconds simulated (Second)
simTicks                                  59424860322                       # Number of ticks simulated (Tick)
finalTick                                 59424860322                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     38.77                       # Real time elapsed on the host (Second)
hostTickRate                               1532701777                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     756676                       # Number of bytes of host memory used (Byte)
simInsts                                      6945980                       # Number of instructions simulated (Count)
simOps                                       11051652                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   179152                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     285047                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        178453035                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                              25.691556                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.038923                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        11508013                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    16530                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       13119213                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   2299                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               472885                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1147818                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 204                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            86485011                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.151693                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.589646                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  79007071     91.35%     91.35% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   4412958      5.10%     96.46% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   1399226      1.62%     98.07% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   1001665      1.16%     99.23% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    492523      0.57%     99.80% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    116143      0.13%     99.94% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     37229      0.04%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     16941      0.02%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      1255      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              86485011                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                    4367      8.23%      8.23% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      8.23% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      8.23% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      8.23% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      8.23% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      8.23% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      8.23% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      8.23% # attempts to use FU when none available (Count)
