
---------- Begin Simulation Statistics ----------
simSeconds                                   0.067853                       # Number of seconds simulated (Second)
simTicks                                  67853157162                       # Number of ticks simulated (Tick)
finalTick                                 67853157162                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     30.23                       # Real time elapsed on the host (Second)
hostTickRate                               2244725460                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     756672                       # Number of bytes of host memory used (Byte)
simInsts                                      6945980                       # Number of instructions simulated (Count)
simOps                                       11051652                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   229787                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     365611                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                         95032434                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                              13.681645                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.073091                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        11506451                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    16521                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       12323236                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1388                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               471314                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1170201                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 195                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            55577645                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.221730                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.701261                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  48558739     87.37%     87.37% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   4093808      7.37%     94.74% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   1375443      2.47%     97.21% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                    966770      1.74%     98.95% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    420362      0.76%     99.71% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    102099      0.18%     99.89% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     39147      0.07%     99.96% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     18809      0.03%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      2468      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              55577645                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                    4336     13.01%     13.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     13.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     13.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     13.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     13.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     13.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     13.01% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     13.01% # attempts to use FU when none available (Count)
