
---------- Begin Simulation Statistics ----------
simSeconds                                   0.067294                       # Number of seconds simulated (Second)
simTicks                                  67293774198                       # Number of ticks simulated (Tick)
finalTick                                 67293774198                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     40.17                       # Real time elapsed on the host (Second)
hostTickRate                               1675283537                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     755648                       # Number of bytes of host memory used (Byte)
simInsts                                      6945980                       # Number of instructions simulated (Count)
simOps                                       11051652                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   172920                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     275131                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        202083407                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                              29.093577                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.034372                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        11503569                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    16527                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       12981192                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1131                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               468438                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1162013                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 201                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            89914352                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.144373                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.575972                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  82528052     91.79%     91.79% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   4330330      4.82%     96.60% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   1407371      1.57%     98.17% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                    999773      1.11%     99.28% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    481622      0.54%     99.81% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    112519      0.13%     99.94% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     36261      0.04%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     17240      0.02%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      1184      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              89914352                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                    4336      8.28%      8.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      8.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      8.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      8.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      8.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      8.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      8.28% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      8.28% # attempts to use FU when none available (Count)
