
---------- Begin Simulation Statistics ----------
simSeconds                                   0.067412                       # Number of seconds simulated (Second)
simTicks                                  67412098653                       # Number of ticks simulated (Tick)
finalTick                                 67412098653                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     36.86                       # Real time elapsed on the host (Second)
hostTickRate                               1828798699                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     756676                       # Number of bytes of host memory used (Byte)
simInsts                                      6945980                       # Number of instructions simulated (Count)
simOps                                       11051652                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   188435                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     299816                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        161659710                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                              23.273852                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.042967                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        11503437                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    16520                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       12554506                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1164                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               468299                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1168979                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 194                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            78189101                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.160566                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.604173                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  71011678     90.82%     90.82% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   4246590      5.43%     96.25% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   1323393      1.69%     97.94% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   1009306      1.29%     99.24% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    434344      0.56%     99.79% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    106843      0.14%     99.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     38499      0.05%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     16957      0.02%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      1491      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              78189101                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                    4328      9.44%      9.44% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      9.44% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      9.44% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      9.44% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      9.44% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      9.44% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      9.44% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      9.44% # attempts to use FU when none available (Count)
