
---------- Begin Simulation Statistics ----------
simSeconds                                   0.067562                       # Number of seconds simulated (Second)
simTicks                                  67561755088                       # Number of ticks simulated (Tick)
finalTick                                 67561755088                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     33.09                       # Real time elapsed on the host (Second)
hostTickRate                               2041899533                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     756676                       # Number of bytes of host memory used (Byte)
simInsts                                      6945980                       # Number of instructions simulated (Count)
simOps                                       11051652                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   209926                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     334010                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        121513949                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                              17.494140                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.057162                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        11508656                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    16527                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       12451636                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1405                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               473525                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1171898                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 201                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            65330716                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.190594                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.656841                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  58275136     89.20%     89.20% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   4116434      6.30%     95.50% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   1324105      2.03%     97.53% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                   1023478      1.57%     99.09% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    424682      0.65%     99.74% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    106414      0.16%     99.91% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     39934      0.06%     99.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     18108      0.03%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      2425      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              65330716                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                    4342     10.92%     10.92% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%     10.92% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%     10.92% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%     10.92% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%     10.92% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%     10.92% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%     10.92% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%     10.92% # attempts to use FU when none available (Count)
