
---------- Begin Simulation Statistics ----------
simSeconds                                   0.050799                       # Number of seconds simulated (Second)
simTicks                                  50799143395                       # Number of ticks simulated (Tick)
finalTick                                 50799143395                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     36.76                       # Real time elapsed on the host (Second)
hostTickRate                               1382072509                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     756672                       # Number of bytes of host memory used (Byte)
simInsts                                      6945980                       # Number of instructions simulated (Count)
simOps                                       11051652                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   188976                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     300678                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        131945828                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                              18.995999                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.052643                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        11505375                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    16542                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       12680345                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1535                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               470244                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1143414                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 216                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            78355432                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.161831                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.599984                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  71015298     90.63%     90.63% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   4329717      5.53%     96.16% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   1469166      1.88%     98.03% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                    987198      1.26%     99.29% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    394064      0.50%     99.80% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    105518      0.13%     99.93% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     35956      0.05%     99.98% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     17000      0.02%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      1515      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              78355432                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                    4352      9.07%      9.07% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      9.07% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      9.07% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      9.07% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      9.07% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      9.07% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      9.07% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      9.07% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatDiv                     0      0.00%      9.07% # attempts to use FU when none available (Count)
