
---------- Begin Simulation Statistics ----------
simSeconds                                   0.059556                       # Number of seconds simulated (Second)
simTicks                                  59556035493                       # Number of ticks simulated (Tick)
finalTick                                 59556035493                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                     35.41                       # Real time elapsed on the host (Second)
hostTickRate                               1681929551                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     756672                       # Number of bytes of host memory used (Byte)
simInsts                                      6945980                       # Number of instructions simulated (Count)
simOps                                       11051652                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   196162                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     312111                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        142820230                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                              20.561567                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.048634                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                        11510707                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                    16530                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                       12738416                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   1798                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               475579                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined           1145208                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 204                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples            73303196                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.173777                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              0.623532                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::underflows                0      0.00%      0.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::0                  66003024     90.04%     90.04% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::1                   4246043      5.79%     95.83% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::2                   1487128      2.03%     97.86% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::3                    996565      1.36%     99.22% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::4                    401730      0.55%     99.77% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::5                    111890      0.15%     99.92% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::6                     37868      0.05%     99.97% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::7                     16740      0.02%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::8                      2208      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::overflows                 0      0.00%    100.00% # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::min_value                 0                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::max_value                 8                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::total              73303196                       # Number of insts issued each cycle (Count)
system.cpu.statFuBusy::No_OpClass                   0      0.00%      0.00% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntAlu                    4334      8.80%      8.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntMult                      0      0.00%      8.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::IntDiv                       0      0.00%      8.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatAdd                     0      0.00%      8.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCmp                     0      0.00%      8.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatCvt                     0      0.00%      8.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMult                    0      0.00%      8.80% # attempts to use FU when none available (Count)
system.cpu.statFuBusy::FloatMultAcc                 0      0.00%      8.80% # attempts to use FU when none available (Count)
